# cell_data_id, row_data_id, sheet_config_id, Submission Date, Submitted By, ExperimentID, SiteID, StrainID, SourceID, BatchID, DATETIME, Sample Time, Hours After Innoc _Batch_, Days After Innoc _Batch_, Experiment Duration _Days_, PondID, Depth _cm_, pH _manual_, Salinity _manual_, Temp _manual_, NO3 -N mg_L _1_, NO3 -N mg_L _2_, NO3 -N mg_L _3_, NO3 -N mg_L Avg, NO3 -N mg_L Stdev, NO3 -N mg_L RSD, PO4 mg P_L dup1, PO4 mg P_L dup2, PO4 - P mg _L dup3, PO4 - P mg_L Avg, PO4 mg P_L Stdev, PO4 mg P_L RSD, N_P, Analytical Sample Pulled _1 - yes_ blank-no_, Volume Pulled for Analytical Sample _L_, Analytical Sample ID, Freeze Dried Biomass for Analytical _g_, TrackingID, filter ID dup 1, filter ID dup 2, filter ID dup 3, mL filtered dup 1, mL filtered dup 2, mL filtered dup 3, filter _g_ dup 1, filter _g_ dup 2, filter _g_ dup 3, filter + biomass _g_ dup 1, filter + biomass _g_ dup 2, filter + biomass _g_ dup 3, filter + ash _g_ dup 1, filter + ash _g_ dup 2, filter + ash _g_ dup 3, biomass _g_ dup 1, biomass _g_ dup 2, biomass _g_ dup 3, ash _g_ dup 1, ash _g_ dup 2, ash _g_ dup 3, dw _g_L_ dup 1, dw _g_L_ dup 2, dw _g_L_ dup 3, Average DW _g_L_, STDEV DW, RSD DW, afdw _g_L_ dup 1, afdw _g_L_ dup 2, afdw _g_L_ dup 3, Average AFDW _g_L_, STDEV AFDW, RSD AFDW, %ASH dup 1, %ASH dup 2, %ASH dup 3, %ASH, initials, Optical Density Dilution Multiplication Factor, OD750 dup 1, OD750 dup 2, OD750 dup 3, Average OD750, OD750 %RSD, lnOD, OD750 Initials
9800, 153667, 10, 2015-02-04 00:00:00, Ed Wolfrum, UFSFall2014, CalPoly, KA32, ASU_09052014, KA32_09222014_Pond3, 2014-09-22 07:30:00, 1899-12-31 07:30:00, 140.000000000058, 5.83333333333576, 5.83333333333576, Pond 3, 23, 7.94, 40.9, 16.4, 46.5209280827918, 59.846376395643, , 53.1836522392174, 9.42251486436794, 0.177169383215465, 4.72862660490565, 6.70414586377343, 4.70118883742137, 5.37798710203349, 1.14856911144948, 0.213568587960204, , 0, 0, , , , 21.0, 19.0, 7.0, 60, 60, 60, 0.11431, 0.11411, 0.11519, 0.12478, 0.12451, 0.12564, 0.11512, 0.11485, 0.119, 0.01047, 0.0104, 0.01045, 0.000810000000000005, 0.000739999999999991, 0.00380999999999999, 0.1745, 0.173333333333333, 0.174166666666667, 0.174, 0.000600925212577462, 0.345359317573254, 0.161, 0.161, 0.110666666666667, 0.144222222222222, 0.029059963549211, 20.149435434738, 7.7363896848138, 7.11538461538453, 36.4593301435406, 17.1037014812463, , 2, 0.382, 0.377, 0.377, 0.757333333333333, 0.381173153074137, -0.277951787809205, ED
9801, 153668, 10, 2015-02-04 00:00:00, Ed Wolfrum, UFSFall2014, CalPoly, KA32, ASU_09052014, , 2014-10-03 07:30:00, 1899-12-31 07:30:00, 404.000000000058, 16.8333333333358, 16.8333333333358, Pond 4, 23.8, 8.05, 29.3, 13.8, 59.3028972740667, 61.9635711077195, 54.1335881115412, 58.4666854977758, 3.98140628813692, 0.0680970069406171, 3.55870278086478, 3.54568922463002, 3.5196621121605, 3.54135137255176, 0.0198785355021176, 0.00561326268163949, , 0, 0, , , , 11.0, 8.0, 6.0, 35, 35, 35, 0.11366, 0.11369, 0.11292, 0.12009, 0.12023, 0.11964, 0.11393, 0.11403, 0.11345, 0.00643000000000001, 0.00654, 0.00671999999999999, 0.000270000000000006, 0.000340000000000007, 0.000529999999999989, 0.183714285714286, 0.186857142857143, 0.192, 0.18752380952381, 0.00418289357257076, 2.23059332209208, 0.176, 0.177142857142857, 0.176857142857143, 0.176666666666667, 0.000594761714133167, 0.336657574037642, 4.19906687402809, 5.19877675840989, 7.88690476190461, 5.7615827981142, , 3, 0.332, 0.331, 0.34, 1.003, 0.491812847688559, 0.00299550897979859, ED
9802, 153669, 10, 2015-02-04 00:00:00, Ed Wolfrum, UFSFall2014, CalPoly, KA32, ASU_09052014, KA32_09222014_Pond4, 2014-09-22 07:30:00, 1899-12-31 07:30:00, 140.000000000058, 5.83333333333576, 5.83333333333576, Pond 4, 23, 8.64, 36.1, 16.6, , 48.7418361349336, 63.2631580143228, 56.0024970746282, 10.2681251727087, 0.183351202340594, 1.47725115801909, 1.50468892550336, 1.69675329789329, 1.55956446047191, 0.119598455700319, 0.0766870871526075, , 0, 0, , , , 16.0, 17.0, 13.0, 60, 60, 60, 0.11406, 0.11563, 0.11413, 0.12477, 0.12649, 0.1249, 0.115, 0.11663, 0.11506, 0.01071, 0.01086, 0.01077, 0.00094000000000001, 0.001, 0.00093, 0.1785, 0.181, 0.1795, 0.179666666666667, 0.00125830573921166, 0.700355699004632, 0.162833333333333, 0.164333333333333, 0.164, 0.163722222222222, 0.000787635937708717, 0.481080654182453, 8.7768440709618, 9.20810313075508, 8.63509749303621, 8.87334823158436, , 2, 0.415, 0.419, 0.418, 0.834666666666667, 0.249400878530288, -0.180722835430258, ED
9803, 153670, 10, 2015-02-04 00:00:00, Ed Wolfrum, UFSFall2014, CalPoly, KA32, ASU_09052014, , 2014-10-03 07:30:00, 1899-12-31 07:30:00, 404.000000000058, 16.8333333333358, 16.8333333333358, Pond 5, 24, 7.86, 32.1, 13.8, 56.1861079260734, 58.9228010121163, 59.9110512931873, 58.3399867437923, 1.92965155548173, 0.0330759683569359, 2.88199785665725, 2.82994363171821, 3.20733676252625, 2.97309275030057, 0.204524090344367, 0.0687916952216476, , 0, 0, , , , 3.0, 18.0, 2.0, 35, 35, 35, 0.11327, 0.11452, 0.11329, 0.11938, 0.12084, 0.12421, 0.11374, 0.11477, 0.11363, 0.00611, 0.00632000000000001, 0.01092, 0.000469999999999998, 0.00025, 0.000339999999999993, 0.174571428571429, 0.180571428571429, 0.312, 0.222380952380952, 0.0776703307068331, 34.9267011743789, 0.161142857142857, 0.173428571428572, 0.302285714285714, 0.212285714285714, 0.0781839797776856, 36.8296001644548, 7.69230769230766, 3.95569620253165, 3.11355311355305, 4.92051900279745, , 3, 0.331, 0.338, 0.332, 1.001, 0.378215674045973, 0.000999500333083645, ED
9804, 153671, 10, 2015-02-04 00:00:00, Ed Wolfrum, UFSFall2014, CalPoly, KA32, ASU_09052014, KA32_09222014_Pond5, 2014-09-22 07:30:00, 1899-12-31 07:30:00, 140.000000000058, 5.83333333333576, 5.83333333333576, Pond 5, 23, 8.32, 39.5, 16.6, , 59.675537314709, 48.5709970539996, 54.1232671843543, 7.85209572030668, 0.145078006720491, 2.41013525248443, 2.43757301996871, 2.51988632242153, 2.45586486495822, 0.0571162676732894, 0.0232570889743402, , 0, 0, , , , 19.0, 15.0, 36.0, 50, 50, 50, 0.11376, 0.11469, 0.11457, 0.1228, 0.12373, 0.12349, 0.11446, 0.1155, 0.11524, 0.00904000000000001, 0.00904000000000001, 0.00892, 0.000700000000000006, 0.000810000000000005, 0.00066999999999999, 0.1808, 0.1808, 0.1784, 0.18, 0.00138564064605521, 0.769800358919558, 0.1668, 0.1646, 0.165, 0.165466666666667, 0.00117189305541643, 0.708235126158195, 7.74336283185847, 8.9601769911505, 7.51121076233173, 8.0715835284469, , 2, 0.419, 0.414, 0.416, 0.832666666666667, 0.302235165543265, -0.183121876964724, ED
9805, 153672, 10, 2015-02-04 00:00:00, Ed Wolfrum, UFSFall2014, CalPoly, KA32, ASU_09052014, , 2014-10-03 07:30:00, 1899-12-31 07:30:00, 404.000000000058, 16.8333333333358, 16.8333333333358, Pond 6, 24, 7.54, 34.1, 13.6, 63.5599754079112, 59.9110512931873, 59.5309550312369, 61.0006605774452, 2.22456458507498, 0.0364678769707865, 2.93405208159629, 2.84295718795297, 2.82994363171821, 2.86898430042249, 0.0567247765234034, 0.0197717277557253, , 0, 0, , , , 17.0, 20.0, 21.0, 35, 35, 35, 0.11281, 0.11443, 0.11389, 0.11982, 0.12139, 0.12089, 0.11317, 0.11478, 0.11431, 0.00701, 0.00695999999999999, 0.00699999999999999, 0.000360000000000013, 0.000349999999999989, 0.00041999999999999, 0.200285714285714, 0.198857142857143, 0.2, 0.199714285714286, 0.000755928946018539, 0.378505194716007, 0.19, 0.188857142857143, 0.188, 0.188952380952381, 0.00100339559550958, 0.531030935123518, 5.13552068473628, 5.02873563218376, 5.99999999999986, 5.3880854389733, , 3, 0.366, 0.362, 0.363, 1.091, 0.190803482994146, 0.0870947068509337, ED
9806, 153673, 10, 2015-02-04 00:00:00, Ed Wolfrum, UFSFall2014, CalPoly, KA32, ASU_09052014, KA32_09222014_Pond6, 2014-09-22 07:30:00, 1899-12-31 07:30:00, 140.000000000058, 5.83333333333576, 5.83333333333576, Pond 6, 23, 7.98, 41, 16.6, 47.3751234874617, 55.9170775341612, 57.4546292625671, 53.5822767613967, 5.43024678573381, 0.101344084535916, 4.24846567393084, 3.96036911534596, 3.91921246411954, 4.04268241779878, 0.179397683550481, 0.0443759031777128, , 0, 0, , , , 12.0, 25.0, 5.0, 50, 50, 50, 0.11371, 0.11486, 0.11378, 0.12312, 0.12423, 0.12686, 0.11432, 0.11552, 0.11694, 0.00940999999999999, 0.00936999999999999, 0.01308, 0.000609999999999999, 0.000659999999999994, 0.00316, 0.1882, 0.1874, 0.2616, 0.2124, 0.0426103273866793, 20.0613594099244, 0.176, 0.1742, 0.1984, 0.182866666666667, 0.0134823341203716, 7.37276747377227, 6.48246546227418, 7.04375667022406, 24.1590214067278, 12.5617478464087, , 2, 0.427, 0.432, 0.424, 0.855333333333333, 0.47250022030328, -0.156264022474665, ED
9807, 153674, 10, 2015-02-04 00:00:00, Ed Wolfrum, UFSFall2014, CalPoly, KA32, ASU_09052014, , 2014-10-03 08:30:00, 1899-12-31 08:30:00, 405, 16.875, 16.875, Pond 3, 25.1, , 31.2, , 73.7544356379857, 82.1165534008946, 76.6431672288088, 77.5047187558963, 4.2471115650003, 0.0547981030468186, , , , , , , , 0, 0, , , , 26.0, 11.0, 12.0, 65, 70, 70, 0.11302, 0.11355, 0.11419, 0.12048, 0.1215, 0.12195, 0.11366, 0.11413, 0.11475, 0.00746000000000001, 0.00795, 0.00776, 0.000640000000000002, 0.000579999999999997, 0.000560000000000005, 0.114769230769231, 0.113571428571429, 0.110857142857143, 0.113065934065934, 0.00200443295704547, 1.7728000689196, 0.104923076923077, 0.105285714285714, 0.102857142857143, 0.104355311355311, 0.00131006034245511, 1.25538444132909, 8.57908847184988, 7.29559748427669, 7.21649484536088, 7.69706026716249, , 2, 0.27, 0.269, 0.268, 0.538, 0.185873605947956, -0.619896718820353, ED
9808, 153675, 10, 2015-02-04 00:00:00, Ed Wolfrum, UFSFall2014, CalPoly, KA32, ASU_09052014, , 2014-09-23 07:55:00, 1899-12-31 07:55:00, 164.416666666686, 6.85069444444525, 6.85069444444525, Pond 1, 25, 8.04, 42.1, 16.1, , , , , , , , , , , , , , 0, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 3, 0.324, 0.333, 0.326, 0.983, 0.480754387207794, -0.0171461588349704, NH
9809, 153677, 10, 2015-02-04 00:00:00, Ed Wolfrum, UFSFall2014, CalPoly, KA32, ASU_09052014, , 2014-09-23 07:55:00, 1899-12-31 07:55:00, 164.416666666686, 6.85069444444525, 6.85069444444525, Pond 2, 26, 8.07, 37, 16.1, , , , , , , , , , , , , , 0, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 3, 0.369, 0.371, 0.372, 1.112, 0.137367376947118, 0.106160195828391, NH
9810, 153676, 10, 2015-02-04 00:00:00, Ed Wolfrum, UFSFall2014, CalPoly, KA32, ASU_09052014, , 2014-10-03 08:30:00, 1899-12-31 08:30:00, 405, 16.875, 16.875, Pond 4, 25.2, , 32.5, , 79.5318988196319, 80.2920913435327, 76.0350132096881, 78.6196677909509, 2.27041904649353, 0.0288785123403288, , , , , , , , 0, 0, , , , 17.0, 9.0, 16.0, 70, 70, 70, 0.11368, 0.11345, 0.11435, 0.12032, 0.1201, 0.11928, 0.11421, 0.11412, 0.11484, 0.00663999999999999, 0.00665, 0.00493, 0.000530000000000003, 0.000670000000000004, 0.000490000000000004, 0.0948571428571428, 0.095, 0.0704285714285715, 0.0867619047619048, 0.0141452619408108, 16.3035401074109, 0.0872857142857142, 0.0854285714285714, 0.0634285714285714, 0.0787142857142857, 0.0132703444121215, 16.8588767486118, 7.98192771084342, 10.0751879699249, 9.93914807302239, 9.33208791793023, , 2, 0.218, 0.214, 0.221, 0.435333333333333, 0.806711619667133, -0.83164325781387, ED
9811, 153678, 10, 2015-02-04 00:00:00, Ed Wolfrum, UFSFall2014, CalPoly, KA32, ASU_09052014, , 2014-09-23 07:55:00, 1899-12-31 07:55:00, 164.416666666686, 6.85069444444525, 6.85069444444525, Pond 3, 25, 8.01, 41.7, 15.8, , , , , , , , , , , , , , 0, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 3, 0.313, 0.309, 0.304, 0.926, 0.486960016503553, -0.0768810443359577, NH
9812, 153679, 10, 2015-02-04 00:00:00, Ed Wolfrum, UFSFall2014, CalPoly, KA32, ASU_09052014, , 2014-10-03 08:30:00, 1899-12-31 08:30:00, 405, 16.875, 16.875, Pond 5, 25.1, , 31.2, , 75.1227821810072, 77.7074367622699, 77.8594752670501, 76.8965647367757, 1.53802059254601, 0.0200011612717785, , , , , , , , 0, 0, , , , 10.0, 27.0, 5.0, 75, 80, 80, 0.11278, 0.11391, 0.11364, 0.11993, 0.12872, 0.12105, 0.11338, 0.11919, 0.11412, 0.00714999999999999, 0.01481, 0.00741, 0.000599999999999989, 0.00528000000000001, 0.000479999999999994, 0.0953333333333332, 0.185125, 0.092625, 0.124361111111111, 0.0526404921333097, 42.3287406030634, 0.0873333333333333, 0.119125, 0.0866250000000001, 0.0976944444444445, 0.0185627844784286, 19.0008598584996, 8.39160839160826, 35.6515867656989, 6.47773279352219, 16.8403093169431, , 2, 0.212, 0.216, 0.212, 0.426666666666667, 0.541265877365275, -0.851752210736584, ED
9813, 153680, 10, 2015-02-04 00:00:00, Ed Wolfrum, UFSFall2014, CalPoly, KA32, ASU_09052014, , 2014-09-23 07:55:00, 1899-12-31 07:55:00, 164.416666666686, 6.85069444444525, 6.85069444444525, Pond 4, 25, 8.43, 38.4, 15.8, , , , , , , , , , , , , , 0, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 3, 0.343, 0.339, 0.343, 1.025, 0.225307422122781, 0.0246926125903716, NH
9814, 153681, 10, 2015-02-04 00:00:00, Ed Wolfrum, UFSFall2014, CalPoly, KA32, ASU_09052014, , 2014-10-03 08:30:00, 1899-12-31 08:30:00, 405, 16.875, 16.875, Pond 6, 25, , 31.5, , 78.4676292861707, 80.2920913435327, 76.9472442383691, 78.5689882893575, 1.67472558196128, 0.0213153512400277, , , , , , , , 0, 0, , , , 7.0, 15.0, 13.0, 65, 65, 65, 0.1138, 0.11286, 0.11476, 0.1205, 0.11794, 0.12126, 0.11432, 0.11318, 0.11522, 0.0067, 0.00508, 0.00650000000000001, 0.000520000000000007, 0.000320000000000001, 0.000460000000000002, 0.103076923076923, 0.0781538461538462, 0.1, 0.0937435897435898, 0.0135884856698894, 14.495375851359, 0.0950769230769229, 0.0732307692307693, 0.092923076923077, 0.0870769230769231, 0.0120393831055469, 13.8261466759814, 7.76119402985085, 6.29921259842521, 7.0769230769231, 7.04577656839972, , 2, 0.246, 0.243, 0.244, 0.488666666666667, 0.312590429396715, -0.71607468520365, ED
9815, 153682, 10, 2015-02-04 00:00:00, Ed Wolfrum, UFSFall2014, CalPoly, KA32, ASU_09052014, , 2014-09-23 07:55:00, 1899-12-31 07:55:00, 164.416666666686, 6.85069444444525, 6.85069444444525, Pond 5, 25, 8.19, 40.3, 15.8, , , , , , , , , , , , , , 0, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 3, 0.329, 0.329, 0.332, 0.99, 0.174954627027159, -0.0100503358535015, NH
9816, 153683, 10, 2015-02-04 00:00:00, Ed Wolfrum, UFSFall2014, CalPoly, KA32, ASU_09052014, , 2014-10-06 08:15:00, 1899-12-31 08:15:00, 476.750000000058, 19.8645833333358, 19.8645833333358, Pond 1, 22.8, 7.96, 36.1, 15.1, 25.68, 29.83, 28.41, 27.97, 2.110433428, 0.08, 0.29343276568628, 0.259206135147317, 0.286587439578487, 0.279742113470695, 0.0181110305243569, 0.0647418806544986, , 1, 4, , , , 1.0, 2.0, 3.0, 30, 30, 30, 0.11662, 0.1176, 0.11709, 0.12794, 0.12795, 0.12722, 0.11758, 0.11817, 0.11773, 0.01132, 0.01035, 0.01013, 0.000960000000000002, 0.000570000000000001, 0.000640000000000002, 0.377333333333333, 0.345, 0.337666666666667, 0.353333333333333, 0.0211055548243688, 5.97327023331192, 0.345333333333333, 0.326, 0.316333333333333, 0.329222222222222, 0.014766077239302, 4.48513989718927, 8.48056537102476, 5.5072463768116, 6.31786771964464, 6.76855982249366, , 3, 0.551, 0.563, 0.564, 1.678, 0.43111907855007, 0.517602608045014, ED
9817, 153684, 10, 2015-02-04 00:00:00, Ed Wolfrum, UFSFall2014, CalPoly, KA32, ASU_09052014, , 2014-09-23 07:55:00, 1899-12-31 07:55:00, 164.416666666686, 6.85069444444525, 6.85069444444525, Pond 6, 26, 8.01, 38.8, 15.8, , , , , , , , , , , , , , 0, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 3, 0.355, 0.347, 0.348, 1.05, 0.41513323271816, 0.0487901641694318, NH
9818, 153685, 10, 2015-02-04 00:00:00, Ed Wolfrum, UFSFall2014, CalPoly, KA32, ASU_09052014, , 2014-10-06 08:15:00, 1899-12-31 08:15:00, 476.750000000058, 19.8645833333358, 19.8645833333358, Pond 2, 23, 7.9, 40.6, 15, 23.72, 33.69, 30.25, 29.21782632, 5.062611941, 0.17, 0.471411244488884, 0.519328527243432, 0.512483201135639, 0.501074324289319, 0.0259159863755127, 0.0517208428355809, , 1, 4, , , , 4.0, 5.0, 6.0, 30, 30, 30, 0.11734, 0.11604, 0.1167, 0.12735, 0.12604, 0.12674, 0.11803, 0.11681, 0.11747, 0.01001, 0.01, 0.01004, 0.000689999999999996, 0.000769999999999993, 0.000770000000000007, 0.333666666666666, 0.333333333333334, 0.334666666666666, 0.333888888888889, 0.000693888666488514, 0.207820232891735, 0.310666666666666, 0.307666666666667, 0.309, 0.309111111111111, 0.00150308325094063, 0.486259858320117, 6.89310689310686, 7.69999999999992, 7.66932270916342, 7.4208098674234, , 3, 0.542, 0.541, 0.544, 1.627, 0.0938860007161615, 0.486737828236901, ED
9819, 153686, 10, 2015-02-04 00:00:00, Ed Wolfrum, UFSFall2014, CalPoly, KA32, ASU_09052014, , 2014-09-24 07:30:00, 1899-12-31 07:30:00, 188.000000000058, 7.83333333333576, 7.83333333333576, Pond 1, 24.7, 7.98, 41.5, 17, , 26.1773669377132, , 26.1773669377132, , , 3.07250267715136, 3.2653984048177, 3.38940280117463, 3.24243462771456, 0.159693216655005, 0.0492510212203, , 1, 4, CP_P1_092414, 0.585, 856, 22.0, 3.0, 6.0, 40, 40, 40, 0.1139, 0.11302, 0.11406, 0.12335, 0.12257, 0.12363, 0.11452, 0.11361, 0.11463, 0.00945, 0.00955, 0.00957000000000001, 0.000619999999999996, 0.000590000000000007, 0.000570000000000001, 0.23625, 0.23875, 0.23925, 0.238083333333333, 0.00160727512683227, 0.675089307734939, 0.22075, 0.224, 0.225, 0.22325, 0.00222204860432889, 0.99531852377554, 6.56084656084652, 6.17801047120426, 5.95611285266458, 6.23165662823845, , 3, 0.363, 0.358, 0.362, 1.083, 0.244298366672631, 0.0797349680188535, ED
9820, 153687, 10, 2015-02-04 00:00:00, Ed Wolfrum, UFSFall2014, CalPoly, KA32, ASU_09052014, , 2014-10-06 08:15:00, 1899-12-31 08:15:00, 476.750000000058, 19.8645833333358, 19.8645833333358, Pond 3, 23.2, 7.9, 32, 14.3, 52.3, 49.34, 52.54, 51.39524305, 1.785144754, 0.03, 3.21547075676488, 3.17439880011812, 2.94165771245318, 3.11050908977873, 0.147664542542368, 0.0474727892702839, , 1, 4, , , , 7.0, 8.0, 9.0, 50, 50, 50, 0.11602, 0.11633, 0.11753, 0.12713, 0.12759, 0.1291, 0.11691, 0.11705, 0.11843, 0.01111, 0.01126, 0.01157, 0.000890000000000002, 0.000719999999999998, 0.000899999999999998, 0.2222, 0.2252, 0.2314, 0.226266666666667, 0.00469183688264344, 2.07358730818066, 0.2044, 0.2108, 0.2134, 0.209533333333333, 0.00463177431804856, 2.21051908274669, 8.01080108010803, 6.39431616341028, 7.77873811581675, 7.39461845311169, , 3, 0.39, 0.388, 0.384, 1.162, 0.262913120766256, 0.150142658429719, ED
9821, 153688, 10, 2015-02-04 00:00:00, Ed Wolfrum, UFSFall2014, CalPoly, KA32, ASU_09052014, , 2014-09-24 07:30:00, 1899-12-31 07:30:00, 188.000000000058, 7.83333333333576, 7.83333333333576, Pond 2, 25, 7.44, 37, 17.1, 55.5153255929986, 53.1331836509028, 40.2194668069097, 49.6226586836037, 8.23004636442081, 0.165852587965831, 3.01738961210383, 3.08628094341324, 3.16895054098453, 3.09087369883387, 0.0758847734566026, 0.0245512372392417, , 1, 4, CP_P2_092414, 0.5156, 857, 2.0, 15.0, 11.0, 40, 40, 40, 0.11316, 0.11316, 0.11369, 0.12378, 0.12382, 0.12437, 0.11392, 0.11385, 0.11438, 0.01062, 0.01066, 0.01068, 0.000759999999999997, 0.00069000000000001, 0.000689999999999996, 0.2655, 0.2665, 0.267, 0.266333333333333, 0.000763762615825871, 0.286769442738124, 0.2465, 0.24925, 0.24975, 0.2485, 0.00174999999999984, 0.704225352112611, 7.15630885122407, 6.47279549718583, 6.46067415730334, 6.69659283523775, , 3, 0.42, 0.415, 0.418, 1.253, 0.200846885748091, 0.225540675913931, ED
9822, 153689, 10, 2015-02-04 00:00:00, Ed Wolfrum, UFSFall2014, CalPoly, KA32, ASU_09052014, , 2014-10-06 08:15:00, 1899-12-31 08:15:00, 476.750000000058, 19.8645833333358, 19.8645833333358, Pond 4, 23.4, 7.76, 31.5, 14.9, 61.68, 59.54, 61.92, 61.04614159, 1.307041096, 0.02, 3.6535716276636, 3.73571554095711, 3.68095293209477, 3.69008003357182, 0.0418256333941557, 0.0113346141584009, , 1, 4, , , , 10.0, 11.0, 12.0, 50, 50, 50, 0.1177, 0.11718, 0.11635, 0.12778, 0.12724, 0.12644, 0.11842, 0.11778, 0.11704, 0.01008, 0.01006, 0.01009, 0.000719999999999998, 0.000599999999999989, 0.00069000000000001, 0.2016, 0.2012, 0.2018, 0.201533333333333, 0.000305505046330574, 0.151590330630453, 0.1872, 0.1892, 0.188, 0.188133333333333, 0.00100664459136934, 0.535069768622965, 7.14285714285712, 5.96421471172953, 6.83845391476719, 6.64850858978461, , 3, 0.327, 0.326, 0.321, 0.974, 0.330035960335146, -0.026343975339602, ED
9823, 153690, 10, 2015-02-04 00:00:00, Ed Wolfrum, UFSFall2014, CalPoly, KA32, ASU_09052014, , 2014-09-24 07:30:00, 1899-12-31 07:30:00, 188.000000000058, 7.83333333333576, 7.83333333333576, Pond 3, 24, 7.53, , , 32.0700338471082, 30.6908990385264, 37.3358212980568, 33.3655847278971, 3.50679155672755, 0.105102056065438, 3.51340719753156, 3.59607679510284, 3.69252465893601, 3.60066955052347, 0.0896470094133617, 0.0248973165005738, , 1, 4, CP_P3_092414, 0.3595, 858, 26.0, 8.0, 33.0, 50, 50, 50, 0.11285, 0.11333, 0.11388, 0.12472, 0.12514, 0.12579, 0.11355, 0.11406, 0.11463, 0.01187, 0.01181, 0.01191, 0.000699999999999992, 0.000729999999999995, 0.000750000000000001, 0.2374, 0.2362, 0.2382, 0.237266666666667, 0.00100664459136958, 0.424267178155202, 0.2234, 0.2216, 0.2232, 0.222733333333333, 0.000986576572463252, 0.442940694012235, 5.89721988205554, 6.1812023708721, 6.29722921914357, 6.12521715735707, , 3, 0.357, 0.358, 0.359, 1.074, 0.0931098696461826, 0.0713899960866728, ED
9824, 153691, 10, 2015-02-04 00:00:00, Ed Wolfrum, UFSFall2014, CalPoly, KA32, ASU_09052014, , 2014-10-06 08:15:00, 1899-12-31 08:15:00, 476.750000000058, 19.8645833333358, 19.8645833333358, Pond 5, 23.4, 7.85, 31.5, 14.7, 54.32, 55.03, 57.76, 55.70650511, 1.816419742, 0.03, 3.47559314886099, 3.57142771437009, 3.77678749760386, 3.60793612027831, 0.153880332418176, 0.0426505146677337, , 1, 4, , , , 13.0, 14.0, 15.0, 50, 50, 50, 0.11726, 0.11713, 0.11693, 0.12756, 0.12761, 0.12728, 0.11786, 0.1179, 0.11758, 0.0103, 0.01048, 0.01035, 0.000600000000000003, 0.000770000000000007, 0.000649999999999998, 0.206, 0.2096, 0.207, 0.207533333333333, 0.00185831464863553, 0.895429480550365, 0.194, 0.1942, 0.194, 0.194066666666667, 0.00011547005383788, 0.0595001995042324, 5.82524271844663, 7.34732824427487, 6.28019323671495, 6.48425473314549, , 3, 0.343, 0.351, 0.347, 1.041, 0.384245917387125, 0.0401817896328318, ED
9825, 153692, 10, 2015-02-04 00:00:00, Ed Wolfrum, UFSFall2014, CalPoly, KA32, ASU_09052014, , 2014-09-24 07:30:00, 1899-12-31 07:30:00, 188.000000000058, 7.83333333333576, 7.83333333333576, Pond 4, 24.8, 8.17, 38, 17, 72.6918227544264, 81.844262847742, 70.9365602707769, 75.1575486243151, 5.85699128614355, 0.0779295146442374, 1.26754979684492, 1.37777592693997, 1.46044552451126, 1.36859041609872, 0.0967753617665287, 0.0707117049981946, , 1, 4, CP_P4_092414, 0.394, 859, 17.0, 23.0, 12.0, 50, 50, 50, 0.11346, 0.11312, 0.11353, 0.12553, 0.1251, 0.12565, 0.11434, 0.11388, 0.11439, 0.01207, 0.01198, 0.01212, 0.000879999999999992, 0.000759999999999997, 0.00086, 0.2414, 0.2396, 0.2424, 0.241133333333333, 0.00141891977691966, 0.588437839474564, 0.2238, 0.2244, 0.2252, 0.224466666666667, 0.000702376916856867, 0.312909229368963, 7.29080364540176, 6.3439065108514, 7.09570957095709, 6.91013990907008, , 3, 0.385, 0.383, 0.382, 1.15, 0.132828281013213, 0.139761942375159, ED
9826, 153693, 10, 2015-02-04 00:00:00, Ed Wolfrum, UFSFall2014, CalPoly, KA32, ASU_09052014, , 2014-10-06 08:15:00, 1899-12-31 08:15:00, 476.750000000058, 19.8645833333358, 19.8645833333358, Pond 6, 22.4, 7.8, 32.9, 14.7, 46.49, 54.8, 59.9, 53.72886196, 6.767701729, 0.13, 3.63988097544801, 3.74940619317269, 3.91369401975971, 3.76766039612681, 0.137816210051365, 0.0365787240784868, , 1, 4, , , , 16.0, 17.0, 18.0, 50, 50, 50, 0.11714, 0.11706, 0.11741, 0.12778, 0.12745, 0.13125, 0.1179, 0.1177, 0.12038, 0.01064, 0.01039, 0.01384, 0.000760000000000011, 0.000640000000000002, 0.00297, 0.2128, 0.2078, 0.2768, 0.232466666666667, 0.0384751001731425, 16.550803056987, 0.1976, 0.195, 0.2174, 0.203333333333333, 0.0122512584387618, 6.02520906824352, 7.14285714285724, 6.15976900866219, 21.4595375722543, 11.5873879079246, , 3, 0.35, 0.348, 0.346, 1.044, 0.191570881226054, 0.043059489460447, ED
